Test node index	True parents	Predicted parents	macro_mr	micro_mr	hit_at_1	hit_at_3	mrr_scaled_10
link aggregation	network packet	computer network, network packet, distributed computing, operating system, quality of service	2.0	2.0	0.0	1.0	1.0
social media measurement	social media	social media, knowledge management, information and communications technology, multimedia, social network	1.0	1.0	1.0	1.0	1.0
tarski s high school algebra problem	programming language	programming language, algorithm, simply typed lambda calculus, peano axioms, automated theorem proving	1.0	1.0	1.0	1.0	1.0
long range wi fi	wi fi array, wi fi	wi fi array, telecommunications, wi fi, wireless, computer network	1.5	1.5	0.5	1.0	1.0
power optimization	embedded system, real time computing	operating system, real time computing, artificial intelligence, embedded system, computer science	2.5	2.5	0.0	1.0	1.0
polybius square	algorithm	programming language, computer science, artificial intelligence, operating system, computer security	6.0	6.0	0.0	0.0	1.0
berkeley algorithm	synchronization	real time computing, synchronization, distributed computing, operating system, computer network	2.0	2.0	0.0	1.0	1.0
astronomical system of units	planetary mass	stars, exoplanet, astrometry, milky way, planetary mass	5.0	5.0	0.0	0.0	1.0
minimal logic	zeroth order logic, substructural logic	programming language, zeroth order logic, higher order logic, automated theorem proving, predicate functor logic	31.5	31.5	0.0	0.5	0.5714285714285714
renyi entropy	entropy, principle of maximum entropy	principle of maximum entropy, maximum entropy thermodynamics, joint quantum entropy, transfer entropy, entropy rate	7.5	7.5	0.5	0.5	0.75
trilinear coordinates	parabolic coordinates	projection, euclidean shortest path, triangulation, pyramid, pitteway triangulation	42.0	42.0	0.0	0.0	0.2
mobile phone signal	gsm services, mobile identification number	telecommunications, operating system, artificial intelligence, wireless, gsm services	24.0	24.0	0.0	0.0	0.6
s3 texture compression	texture compression, real time computer graphics, data compression ratio	data compression, uncompressed video, texture compression, artificial intelligence, computer science	18.0	18.0	0.0	0.3333333333333333	0.7333333333333334
nonlinear junction detector	telecommunications	telecommunications, antenna, cable gland, transmitter, modulation	1.0	1.0	1.0	1.0	1.0
deuteranopia	colour vision, color vision	color vision, artificial intelligence, colour vision, computer vision, luminance	1.5	1.5	0.5	1.0	1.0
microsoft fingerprint reader	windows vista, windows ce, group policy	operating system, shell, windows vista, computer hardware, world wide web	6.333333333333333	6.333333333333333	0.0	0.3333333333333333	1.0
earth sciences graphics software	visualization, software	computer science, data visualization, visualization, visual analytics, artificial intelligence	14.5	14.5	0.0	0.5	0.6666666666666666
wang and landau algorithm	hybrid monte carlo, monte carlo method in statistical physics	hybrid monte carlo, monte carlo method in statistical physics, metropolis hastings algorithm, markov property, markov chain	1.0	1.0	1.0	1.0	1.0
noncontracting grammar	link grammar, tree adjoining grammar, mildly context sensitive grammar formalism	programming language, artificial intelligence, l attributed grammar, tree adjoining grammar, syntax	20.666666666666668	20.666666666666668	0.0	0.0	0.5277777777777778
repeater insertion	integrated circuit design	wavelength division multiplexing, passive optical network, integrated circuit, cmos, logic gate	21.0	21.0	0.0	0.0	0.3333333333333333
3 amino 2 oxazolidone	nitro	selectivity, nitro, volatile, musk ketone, linker	2.0	2.0	0.0	1.0	1.0
cultural consensus theory	machine learning	machine learning, artificial intelligence, confirmatory factor analysis, knowledge management, human factors and ergonomics	1.0	1.0	1.0	1.0	1.0
start times	scheduling	schedule, workload, operating system, simulation, scheduling	5.0	5.0	0.0	0.0	1.0
iso 25964	sparql	database, upper ontology, artificial intelligence, information retrieval, ontology based data integration	12.0	12.0	0.0	0.0	0.5
phaeocystis antarctica	phaeocystis	bloom, phaeocystis, artificial intelligence, phaeocystis pouchetii, chrysochromulina polylepis	2.0	2.0	0.0	1.0	1.0
analysis of parallel algorithms	parallel processing, cost efficiency, parallel algorithm, computation	cache pollution, shared memory, cache coloring, parallel computing, cache	218.25	218.25	0.0	0.0	0.23448526359485264
generative second language acquisition	transformational grammar	second language acquisition, grammar, syntax, language acquisition, emergent grammar	22.0	22.0	0.0	0.0	0.3333333333333333
function field sieve	discrete logarithm	algorithm, discrete logarithm, computer science, elliptic curve cryptography, programming language	2.0	2.0	0.0	1.0	1.0
truncated differential cryptanalysis	differential cryptanalysis, linear cryptanalysis	differential cryptanalysis, linear cryptanalysis, cryptography, block cipher, cryptanalysis	1.0	1.0	1.0	1.0	1.0
box modeling	artificial intelligence, computer graphics images	liquid water content, bubble, computer simulation, seasonality, cloud height	216.5	216.5	0.0	0.0	0.05459057071960298
otaku	anime	artificial intelligence, new media, entertainment, operating system, anime	5.0	5.0	0.0	0.0	1.0
opt out	world wide web	artificial intelligence, computer security, computer science, operating system, internet privacy	12.0	12.0	0.0	0.0	0.5
bitopological space	pairwise comparison	artificial intelligence, initial topology, banach space, operator, embedding	343.0	343.0	0.0	0.0	0.02857142857142857
data element concept	data element	artificial intelligence, ontology, diagram, programming language, cybernetics	274.0	274.0	0.0	0.0	0.03571428571428571
new data seal	computer security	operating system, computer science, computer security, cryptography, computer hardware	3.0	3.0	0.0	1.0	1.0
parasitic gap	syntax	artificial intelligence, syntax, semantics, programming language, grammar	2.0	2.0	0.0	1.0	1.0
rt middleware	middleware, robot	operating system, artificial intelligence, embedded system, mobile robot, robot control	70.0	70.0	0.0	0.0	0.5357142857142857
phased array ultrasonics	phased array	printed circuit board, composite number, reflectometry, piezoelectric sensor, artificial intelligence	139.0	139.0	0.0	0.0	0.07142857142857142
visual odometry	mobile robot	artificial intelligence, simultaneous localization and mapping, mobile robot, computer vision, monte carlo localization	3.0	3.0	0.0	1.0	1.0
satellite temperature measurements	advanced microwave sounding unit	microwave radiometer, brightness temperature, advanced microwave sounding unit, liquid water content, weather radar	3.0	3.0	0.0	1.0	1.0
bifora radians	humulus lupulus	arboriculture, pear, pepper, camellia, volatile	29.0	29.0	0.0	0.0	0.3333333333333333
local algorithm	wireless sensor network	artificial intelligence, wireless sensor network, mobile wireless sensor network, key distribution in wireless sensor networks, computer science	2.0	2.0	0.0	1.0	1.0
d subminiature	cable gland	operating system, computer hardware, embedded system, artificial intelligence, telecommunications	13.0	13.0	0.0	0.0	0.5
chicken or the egg	operating system	artificial intelligence, turtle, machine learning, transhumanism, programming language	37.0	37.0	0.0	0.0	0.25
on die termination	semiconductor memory	embedded system, computer hardware, chip, clock signal, operating system	25.0	25.0	0.0	0.0	0.3333333333333333
job control language	real time computing, database, programming language	programming language, operating system, software, interpreter, fortran	14.666666666666666	14.666666666666666	0.3333333333333333	0.3333333333333333	0.611111111111111
subtext	programming language, operating system	artificial intelligence, computer science, natural language processing, multimedia, programming language	5.0	5.0	0.0	0.0	1.0
professional video over ip	computer network, computer security	operating system, computer network, network packet, real time computing, telecommunications	25.5	25.5	0.0	0.5	0.6
decision model and notation	business process model and notation	artificial intelligence, data mining, computer science, knowledge management, evidential reasoning approach	15.0	15.0	0.0	0.0	0.5
dynamic synchronous transfer mode	ring network	computer network, operating system, telecommunications, distributed computing, computer science	219.0	219.0	0.0	0.0	0.045454545454545456
hit testing	footmouse	virtual reality, animation, natural user interface, computer graphics images, augmented reality	647.0	647.0	0.0	0.0	0.015384615384615385
tuple space	tuple	distributed computing, computer science, operating system, programming language, artificial intelligence	672.0	672.0	0.0	0.0	0.014705882352941176
emc vplex	direct attached storage, hyperscsi, full virtualization, converged storage, object storage	operating system, cloud computing, embedded system, computer network, computer hardware	105.0	105.0	0.0	0.0	0.3068542568542568
andros	artificial intelligence	operating system, artificial intelligence, computer science, telecommunications, computer security	2.0	2.0	0.0	1.0	1.0
passive dynamics	robot	robot, robot control, robot kinematics, artificial intelligence, mobile robot	1.0	1.0	1.0	1.0	1.0
centrino	sse2, intel ipsc	operating system, embedded system, computer hardware, real time computing, simulation	125.5	125.5	0.0	0.0	0.09027777777777778
g type main sequence star	flare star, stellar mass loss, herbig ae be star, o type star	white dwarf, stars, binary star, stellar evolution, k type main sequence star	19.75	19.75	0.0	0.0	0.5208333333333333
biarc	interpolation	spline interpolation, interpolation, artificial intelligence, computer vision, bilinear interpolation	2.0	2.0	0.0	1.0	1.0
message understanding conference	information extraction	artificial intelligence, computer science, natural language processing, information retrieval, machine learning	156.0	156.0	0.0	0.0	0.0625
chebyshev linkage	artificial intelligence	artificial intelligence, robot, actuator, parallel manipulator, robot kinematics	1.0	1.0	1.0	1.0	1.0
bit rate reduction	coding, quantization, data compression	data compression, lossless compression, data compression ratio, artificial intelligence, adaptive coding	23.0	23.0	0.3333333333333333	0.3333333333333333	0.5666666666666667
